project,repo_name,month,outcome,author_association,author_pseud,size_lines,files_touched,review_count,hours_to_first_review,hours_to_merge
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,ae25f14a4,1491,5,0,,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a4dac1560,30,3,2,69,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,afb62a5b9,60,6,8,1,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a642039ad,2,1,1,12,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a9dd2e3c0,96,2,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a9dd2e3c0,73,6,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,ab2ece173,2,1,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a4a414edc,17,3,2,22,
pytorch,pytorch,2024-01-01,merged,NONE,a6f83b915,41,2,1,540,540
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a2726e37a,271,8,7,9,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a9d3065cc,17,2,5,0,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a8ed7b20e,24,1,1,1,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,add189f6d,23,2,2,14,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a8d482f18,4,1,1,42,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a6cde2935,610,18,26,13,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a37aaac61,100,2,10,16,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a642039ad,6,1,1,0,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,aeac7bc7f,19,11,1,554,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,afcac5ef0,531,11,10,4,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a76060dbc,8,2,3,1,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,afb62a5b9,25,1,1,1,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,afb62a5b9,6,2,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,abd4fe483,21,2,5,14,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,ab722bf65,127,4,11,1,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a642039ad,29,2,1,14,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a725f9d96,148,6,3,102,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a6e3e1227,3,1,4,1,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,afb18a590,375,4,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a468a7f64,2,1,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a1eb0cd02,19,1,5,24,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a6e3e1227,48,3,6,13,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a1eb0cd02,63,2,9,17,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a642039ad,14,6,3,2,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a76060dbc,7,2,1,1,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,ae5ddfb1b,1,1,1,43,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,ab6cb35e7,2,1,2,6,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a9dd2e3c0,56,2,1,135,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a22ea5b25,2,1,1,0,
pytorch,pytorch,2024-01-01,merged,COLLABORATOR,ae617e84f,34,6,7,27,50
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a94cbb390,17,1,1,24,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,ad655184d,2,1,1,0,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a642039ad,35,8,2,12,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,aab0b0a28,218,8,1,18,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a4992194a,3,1,1,3,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,ae66f3706,3,1,1,8,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,ac76f946f,135,4,4,13,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,ae25f14a4,300,3,4,7,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a9d3065cc,29,1,1,2,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a54be2aa2,210,1,0,,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a9d3065cc,5,1,2,1,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,a4dac1560,2,1,1,0,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,afb62a5b9,136,2,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,aa65fbcd8,86,4,5,18,
pytorch,pytorch,2024-01-01,closed,MEMBER,a3416ea15,248,8,1,0,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a3d878320,27,4,2,7,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a18c03ea5,47,2,1,22,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a37aaac61,23,2,2,3,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,aa773f4ff,34,3,4,6,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a41334601,3,1,4,0,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,ab028fbf6,2,1,2,0,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,ad655184d,2,1,1,0,
pytorch,pytorch,2024-01-01,closed,MEMBER,a3416ea15,15,1,1,0,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a642039ad,10,5,3,0,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,afcac5ef0,57,1,6,1,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a2e231ad4,40,1,1,2,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,a9dd2e3c0,94,3,1,50,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,ae66f3706,17,1,3,22,
pytorch,pytorch,2024-01-01,closed,NONE,a640fef26,5,1,0,,
pytorch,pytorch,2024-01-01,closed,COLLABORATOR,aeac7bc7f,107,10,1,350,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,afb62a5b9,65,1,0,,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,afb62a5b9,3,1,1,3,
pytorch,pytorch,2024-01-01,closed,CONTRIBUTOR,afb62a5b9,11,1,1,3,
pytorch,pytorch,2024-01-01,closed,MEMBER,a1a5a17e0,5,1,1,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a18a2143e,76,3,2,91,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a4992194a,0,0,1,6,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a3d878320,269,12,0,,
pytorch,pytorch,2024-02-01,closed,NONE,aa10917a0,340,5,3,7,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,af29d8563,1,1,2,1,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a5b042f9c,303,3,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a642039ad,1575,2,2,1,
pytorch,pytorch,2024-02-01,closed,NONE,aff372128,4,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a18c03ea5,28,2,1,6,
pytorch,pytorch,2024-02-01,closed,NONE,af6994a1e,4,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,afb62a5b9,541,2,3,0,
pytorch,pytorch,2024-02-01,closed,NONE,a471c7d9f,11,1,0,,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,ad655184d,2,1,1,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a9dd2e3c0,233,3,9,22,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac76f946f,329,12,0,,
pytorch,pytorch,2024-02-01,closed,NONE,a62b58c6e,2,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac4ae7b08,12,1,2,302,
pytorch,pytorch,2024-02-01,closed,MEMBER,a3416ea15,396,20,3,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a468a7f64,322,12,2,92,
pytorch,pytorch,2024-02-01,closed,NONE,ae43694b8,5,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,af29d8563,12,3,6,154,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,ae617e84f,46,5,7,1,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab754d804,119,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab754d804,2025,11,0,,
pytorch,pytorch,2024-02-01,closed,NONE,abaf6bfac,4,1,0,,
pytorch,pytorch,2024-02-01,closed,NONE,aeb2bc553,9,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a642039ad,120,4,2,88,
pytorch,pytorch,2024-02-01,closed,NONE,a93e10d13,9,1,0,,
pytorch,pytorch,2024-02-01,closed,MEMBER,a3416ea15,3,1,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,aba90eb5b,138,5,8,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a4a8f0c2b,5,2,3,267,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a97113fa5,6,1,1,209,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a468a7f64,27,2,3,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a41334601,7,2,1,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a97113fa5,4,1,1,178,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a767861ed,2,1,2,21,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a7e1840e6,4,1,1,81,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac4ae7b08,6,1,2,6,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aeba75f66,26,3,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a642039ad,10,1,3,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a785abea7,74,5,2,2,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,accc9933e,17,2,1,70,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ae66f3706,11,1,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a9ae2e2bb,30,3,1,3,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a642039ad,31,4,2,1,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,1963,6,0,,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aa3f63d8a,29,2,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,aa238cb0a,144,3,2,2,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,adb950557,61,4,3,49,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a93b839db,2,1,1,16,
pytorch,pytorch,2024-02-01,merged,COLLABORATOR,a6b6637e0,28,8,1,140,140
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a137af425,32,2,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a41334601,3,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a4992194a,36,2,21,9,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a821316f3,23,4,2,3,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,ab6cb35e7,4,1,9,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a785abea7,10,4,0,,
pytorch,pytorch,2024-02-01,merged,CONTRIBUTOR,a53128254,2,1,2,1,49
pytorch,pytorch,2024-02-01,closed,MEMBER,a3416ea15,4,1,2,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a4dac1560,45,1,2,18,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a73a9574e,2,1,1,13,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,add189f6d,4,2,1,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a0ba25606,4,1,1,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,accc9933e,36,2,0,,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a72e5ee0e,159,14,1,21,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,ac8c0369e,183,14,3,4,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a68e1b6b8,54,1,8,4,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a6930a452,91,4,2,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,afcac5ef0,30,2,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab19ea332,16,1,1,2,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab2ece173,7,1,1,96,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a6e991cda,8,1,1,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aa3f63d8a,77,5,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a868cfe77,79,9,12,66,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a94cbb390,476,20,3,15,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a26210bab,105,5,1,4,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a26210bab,286,7,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac297ff57,199,4,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac02eab6a,27,8,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,aba90eb5b,2,1,1,1,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a37aaac61,205,8,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab2c3d13b,146,10,1,48,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab722bf65,26,1,6,2,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a18c03ea5,36,2,1,16,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac297ff57,137,2,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a6a6d78ff,2,1,1,23,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,add189f6d,33,4,1,4,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aa773f4ff,43,1,2,32,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aa773f4ff,42,2,1,0,
pytorch,pytorch,2024-02-01,closed,MEMBER,a3416ea15,47,2,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,105,2,3,47,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a73b095db,51,2,6,21,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,9,1,4,15,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,abaccd4b7,11,2,0,,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aeac7bc7f,50,9,1,14,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab689c736,19,1,1,9,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac76f946f,541,7,5,7,
pytorch,pytorch,2024-02-01,merged,CONTRIBUTOR,ab028fbf6,15,1,1,4,5
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab33464d0,2,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab028fbf6,2,1,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a9dd2e3c0,2,1,1,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a070022eb,3,1,1,5,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a18a2143e,2,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a642039ad,2,1,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a4992194a,15,1,3,12,
pytorch,pytorch,2024-02-01,merged,CONTRIBUTOR,ab028fbf6,4,1,0,,0
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab2ece173,415,6,2,145,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,af46d2248,242,4,1,20,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a97113fa5,2,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a97113fa5,8,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ad5fd8d92,1,1,3,9,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,43,2,2,17,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,147,2,5,16,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,add189f6d,2,1,1,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a229daffb,341,3,6,168,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab722bf65,1,1,1,1,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aeac7bc7f,332,26,1,113,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a4992194a,32,1,2,114,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a65c747a0,25,3,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a1ad9b547,5,1,2,5,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aeac7bc7f,11,1,1,1,
pytorch,pytorch,2024-02-01,closed,MEMBER,a9c1e4615,987,7,1,369,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a0515557b,3,2,1,30,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ae66f3706,1,1,3,1,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a868cfe77,56,3,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab2ece173,5,1,3,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a785abea7,28,2,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,af46d2248,83,3,1,1,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a96e79d8e,64,3,5,12,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a4dac1560,28,2,5,20,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,afcac5ef0,1,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a1eb0cd02,87,3,0,,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,afcac5ef0,268,8,6,2,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aeac7bc7f,157,10,1,17,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ad4d2dc34,1,1,1,22,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,af9ab48f8,16,8,1,16,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a079c3a68,9,3,2,106,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a76060dbc,48,4,2,0,
pytorch,pytorch,2024-02-01,closed,NONE,a0bed8e7f,4,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a94cbb390,18,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a24a774ff,91,2,2,13,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a6c060ddc,4,1,1,40,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,add189f6d,6,1,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a35f27e48,4,1,1,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a9dd2e3c0,174,5,38,1,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a428c6671,49,2,2,1,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aeac7bc7f,67,3,1,10,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a4992194a,14,1,3,43,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a642039ad,45,1,1,41,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a5f149101,53,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ac20f2836,37,2,2,0,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,afcac5ef0,2,1,1,4,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,afcac5ef0,4,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,ab754d804,2,2,1,1,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,accc9933e,28,2,0,,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a55d2cdc8,84,7,6,1,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,60,2,4,0,
pytorch,pytorch,2024-02-01,closed,MEMBER,a82fe44ad,96,2,4,24,
pytorch,pytorch,2024-02-01,closed,NONE,a71b3d417,112,2,2,15,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,a96e79d8e,88,4,2,8,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a642039ad,6,1,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,901,3,9,181,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a740472d6,7,1,0,,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,aeac7bc7f,119,21,6,15,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a2e231ad4,18,2,2,0,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a23b26854,2,1,1,3,
pytorch,pytorch,2024-02-01,closed,COLLABORATOR,ac8c0369e,1,1,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,af46d2248,2,1,2,4,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a18c03ea5,2,38,1,45,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a76060dbc,89,2,0,,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,add189f6d,8,13,1,2,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a93b839db,133,6,1,8,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a7e8d9b9b,148,1,1,272,
pytorch,pytorch,2024-02-01,closed,CONTRIBUTOR,a9458e7ed,2,1,1,2,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ab754d804,2,1,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a4c34f04c,12,1,1,54,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,a5dc541f5,149,45,3,220,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,add189f6d,8,1,1,0,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,aeac7bc7f,24,1,2,7,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,aeac7bc7f,105,19,3,8,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a234c1573,3,1,1,11,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,aafa76c3d,6,2,4,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a37aaac61,35,4,5,88,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a642039ad,53,2,1,210,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a642039ad,2,1,1,16,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a868cfe77,88,4,1,20,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,a18695e74,2,1,1,1687,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,aba90eb5b,20,3,1,2,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,a4dac1560,90,4,3,2,
pytorch,pytorch,2024-03-01,closed,NONE,ad13d6b29,4,2,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a1d8e3118,219,2,1,2,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a53ce3019,3,2,1,252,
pytorch,pytorch,2024-03-01,closed,NONE,aa10917a0,372,2,12,59,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,add189f6d,6,1,2,41,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,aab0b0a28,177,3,0,,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,a22ea5b25,32,1,2,2150,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a9c2dad37,3,1,1,97,
pytorch,pytorch,2024-03-01,closed,MEMBER,a82fe44ad,42,1,1,65,
pytorch,pytorch,2024-03-01,closed,MEMBER,af9a90ce4,197,6,26,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a9dd2e3c0,128,3,5,79,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,aa3f63d8a,64,2,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ab689c736,52,2,5,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ab722bf65,6,1,4,0,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,aec11290e,271,8,2,9,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,aeac7bc7f,190,5,3,9,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a73b095db,173,3,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,affa1f180,28,2,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a554ec844,231,1,1,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a079c3a68,5,1,1,59,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a53ce3019,3,2,1,10,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,ad655184d,2,1,1,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a26210bab,15,1,1,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,af46d2248,797,60,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,add189f6d,46,1,1,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ae66f3706,239,9,1,6,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a2e231ad4,92,5,5,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a94cbb390,45,1,1,28,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,ab80641ee,24,3,1,53,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ac4ae7b08,154,1,2,1,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a642039ad,2,1,1,1,
pytorch,pytorch,2024-03-01,closed,COLLABORATOR,a726550be,1,1,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ae7a7efe1,19,2,2,3,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ab028fbf6,3,1,2,0,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a26210bab,93,2,5,1,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a41334601,52,25,0,,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ab689c736,11,2,1,2,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,ab689c736,36,3,3,1,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a1f767d6c,508,1,1,45,
pytorch,pytorch,2024-03-01,closed,CONTRIBUTOR,a6aca055d,26,1,1,0,
