project,repo_name,month,prs_opened,prs_merged,share_merged,median_hours_to_merge,median_size_lines,active_authors
pytorch,helion,2025-11-01,85,75,0.882,7,78,20
pytorch,helion,2025-12-01,106,87,0.821,12,49,22
pytorch,helion,2026-01-01,39,27,0.692,32,68,21
pytorch,helion,2026-02-01,198,161,0.813,11,89,27
pytorch,helion,2026-03-01,310,200,0.645,27,67,41
pytorch,helion,2026-04-01,265,183,0.691,24,49,28
pytorch,helion,2026-05-01,452,334,0.739,19,154.5,22
pytorch,helion,2026-06-01,341,170,0.499,25,229,25
pytorch,helion,2026-07-01,234,159,0.679,37,203,18
pytorch,hub,2023-09-01,2,1,0.500,6,41,2
pytorch,hub,2023-11-01,1,1,1.000,0,10,1
pytorch,hub,2024-03-01,2,0,0.000,,748.5,1
pytorch,hub,2024-04-01,2,1,0.500,2,536,2
pytorch,hub,2024-12-01,1,0,0.000,,172,1
pytorch,hub,2025-08-01,2,0,0.000,,67,2
pytorch,ignite,2023-08-01,20,16,0.800,11.5,24,8
pytorch,ignite,2023-09-01,10,8,0.800,14,92.5,6
pytorch,ignite,2023-10-01,15,15,1.000,2,18,1
pytorch,ignite,2023-11-01,10,8,0.800,3.5,7.5,4
pytorch,ignite,2023-12-01,1,1,1.000,2,8,1
pytorch,ignite,2024-01-01,3,2,0.667,341.5,59,3
pytorch,ignite,2024-02-01,8,7,0.875,5,3,4
pytorch,ignite,2024-03-01,19,18,0.947,16,120,4
pytorch,ignite,2024-04-01,15,13,0.867,111,60,4
pytorch,ignite,2024-05-01,10,9,0.900,2,9,3
pytorch,ignite,2024-06-01,3,3,1.000,8,6,2
pytorch,ignite,2024-07-01,7,6,0.857,94.5,25,4
pytorch,ignite,2024-08-01,4,3,0.750,4,10,3
pytorch,ignite,2024-09-01,11,11,1.000,12,12,5
pytorch,ignite,2024-10-01,8,7,0.875,2,19.5,3
pytorch,ignite,2024-11-01,8,7,0.875,2,13.5,2
pytorch,ignite,2024-12-01,6,6,1.000,12,14.5,2
pytorch,ignite,2025-01-01,3,3,1.000,1,6,1
pytorch,ignite,2025-02-01,10,9,0.900,5,8,4
pytorch,ignite,2025-03-01,28,26,0.929,4.5,19,7
pytorch,ignite,2025-04-01,25,18,0.720,3,8,5
pytorch,ignite,2025-05-01,10,7,0.700,29,236,1
pytorch,ignite,2025-06-01,23,17,0.739,14,14,3
pytorch,ignite,2025-07-01,3,0,0.000,,82,3
pytorch,ignite,2025-08-01,1,0,0.000,,999,1
pytorch,ignite,2025-09-01,14,11,0.786,22,29.5,5
pytorch,ignite,2025-10-01,14,11,0.786,1,12.5,3
pytorch,ignite,2025-11-01,1,1,1.000,401,16,1
pytorch,ignite,2025-12-01,4,4,1.000,69.5,129.5,3
pytorch,ignite,2026-01-01,20,19,0.950,6,6,8
pytorch,ignite,2026-02-01,96,73,0.760,42,30,22
pytorch,ignite,2026-03-01,74,40,0.541,15.5,35,26
pytorch,ignite,2026-04-01,32,14,0.438,91,49,18
pytorch,ignite,2026-05-01,23,6,0.261,155.5,27,6
pytorch,ignite,2026-06-01,27,16,0.593,19,41,13
pytorch,ignite,2026-07-01,14,6,0.429,125,31.5,10
pytorch,ios-demo-app,2024-08-01,1,0,0.000,,3,1
pytorch,kineto,2023-08-01,4,0,0.000,,17.5,4
pytorch,kineto,2023-09-01,5,0,0.000,,14,2
pytorch,kineto,2023-10-01,14,0,0.000,,20,11
pytorch,kineto,2023-11-01,14,0,0.000,,28,10
pytorch,kineto,2023-12-01,7,0,0.000,,12,4
pytorch,kineto,2024-01-01,4,0,0.000,,7,4
pytorch,kineto,2024-02-01,15,0,0.000,,44,8
pytorch,kineto,2024-03-01,7,0,0.000,,50,4
pytorch,kineto,2024-04-01,22,0,0.000,,19.5,6
pytorch,kineto,2024-05-01,19,0,0.000,,11,5
pytorch,kineto,2024-06-01,11,0,0.000,,8,4
pytorch,kineto,2024-07-01,11,0,0.000,,17,8
pytorch,kineto,2024-08-01,10,0,0.000,,9.5,7
pytorch,kineto,2024-09-01,8,0,0.000,,17.5,2
pytorch,kineto,2024-10-01,12,0,0.000,,15.5,6
pytorch,kineto,2024-11-01,8,0,0.000,,20,3
pytorch,kineto,2024-12-01,6,0,0.000,,10.5,4
pytorch,kineto,2025-01-01,6,0,0.000,,9,4
pytorch,kineto,2025-02-01,12,0,0.000,,16.5,8
pytorch,kineto,2025-03-01,11,0,0.000,,18,7
pytorch,kineto,2025-04-01,11,0,0.000,,12,4
pytorch,kineto,2025-05-01,13,0,0.000,,17,7
pytorch,kineto,2025-06-01,13,0,0.000,,11,6
pytorch,kineto,2025-07-01,6,0,0.000,,26.5,3
pytorch,kineto,2025-08-01,16,0,0.000,,35,6
pytorch,kineto,2025-09-01,15,0,0.000,,27,8
pytorch,kineto,2025-10-01,9,0,0.000,,15,4
pytorch,kineto,2025-11-01,20,0,0.000,,29.5,9
pytorch,kineto,2025-12-01,26,0,0.000,,95.5,9
pytorch,kineto,2026-01-01,27,0,0.000,,28,7
pytorch,kineto,2026-02-01,32,1,0.031,4510,51.5,11
pytorch,kineto,2026-03-01,55,0,0.000,,21,18
pytorch,kineto,2026-04-01,45,0,0.000,,23,16
pytorch,kineto,2026-05-01,29,1,0.034,1900,71,14
pytorch,kineto,2026-06-01,39,0,0.000,,89,13
pytorch,kineto,2026-07-01,50,13,0.260,24,95,9
pytorch,ort,2023-08-01,3,2,0.667,9.5,4,2
pytorch,ort,2023-09-01,2,2,1.000,23,4,2
pytorch,ort,2023-11-01,2,2,1.000,97,935,2
pytorch,ort,2024-01-01,3,3,1.000,18,23,2
pytorch,ort,2024-02-01,4,4,1.000,0,2,2
pytorch,ort,2024-04-01,1,1,1.000,1,4,1
pytorch,ort,2024-05-01,1,1,1.000,39,18,1
pytorch,ort,2024-08-01,2,2,1.000,51.5,4,1
pytorch,ort,2025-12-01,5,0,0.000,,6,1
pytorch,ort,2026-01-01,1,0,0.000,,6,1
pytorch,ort,2026-02-01,2,0,0.000,,4,1
pytorch,PiPPy,2023-08-01,14,10,0.714,81,135,4
pytorch,PiPPy,2023-09-01,2,0,0.000,,2,1
pytorch,PiPPy,2023-10-01,1,1,1.000,0,34,1
pytorch,PiPPy,2023-11-01,9,8,0.889,22.5,112,4
pytorch,PiPPy,2023-12-01,40,37,0.925,9,109,4
pytorch,PiPPy,2024-01-01,11,10,0.909,1,139,2
pytorch,PiPPy,2024-02-01,8,8,1.000,79,292,3
pytorch,PiPPy,2024-03-01,38,37,0.974,21,75,4
pytorch,PiPPy,2024-04-01,66,62,0.939,11.5,44,4
pytorch,PiPPy,2024-05-01,14,12,0.857,12,79,3
pytorch,PiPPy,2024-06-01,6,5,0.833,0,92,2
pytorch,PiPPy,2024-07-01,1,0,0.000,,186,1
pytorch,PiPPy,2024-08-01,2,1,0.500,20,10,2
pytorch,PiPPy,2024-09-01,1,0,0.000,,111,1
pytorch,pytorch,2023-08-01,1382,25,0.018,57,39,300
pytorch,pytorch,2023-09-01,1314,47,0.036,3,32,291
pytorch,pytorch,2023-10-01,1503,44,0.029,16,38,275
pytorch,pytorch,2023-11-01,1463,21,0.014,20,36,283
pytorch,pytorch,2023-12-01,1157,39,0.034,15,40,249
pytorch,pytorch,2024-01-01,1509,9,0.006,7,31,267
pytorch,pytorch,2024-02-01,1455,32,0.022,20,32,339
pytorch,pytorch,2024-03-01,1422,37,0.026,33,35,296
pytorch,pytorch,2024-04-01,1476,24,0.016,7,34,321
pytorch,pytorch,2024-05-01,1652,34,0.021,18.5,36,327
pytorch,pytorch,2024-06-01,1549,57,0.037,25,39,325
pytorch,pytorch,2024-07-01,1670,13,0.008,23,38,316
pytorch,pytorch,2024-08-01,1753,44,0.025,18.5,35,340
pytorch,pytorch,2024-09-01,1293,50,0.039,40,28,312
pytorch,pytorch,2024-10-01,1719,30,0.017,2,33,323
pytorch,pytorch,2024-11-01,1465,4,0.003,25.5,36,310
pytorch,pytorch,2024-12-01,1261,26,0.021,21.5,34,278
pytorch,pytorch,2025-01-01,1503,38,0.025,13,29,317
pytorch,pytorch,2025-02-01,1343,3,0.002,24,35,326
pytorch,pytorch,2025-03-01,1436,51,0.036,34,27.5,342
pytorch,pytorch,2025-04-01,1424,24,0.017,4,35,332
pytorch,pytorch,2025-05-01,1469,45,0.031,24,29,327
pytorch,pytorch,2025-06-01,1775,17,0.010,164,42,364
pytorch,pytorch,2025-07-01,1655,53,0.032,26,36,326
pytorch,pytorch,2025-08-01,1639,4,0.002,15.5,41,356
pytorch,pytorch,2025-09-01,1809,78,0.043,13,36,358
pytorch,pytorch,2025-10-01,1897,35,0.018,3,53,363
pytorch,pytorch,2025-11-01,1473,28,0.019,21,46,371
pytorch,pytorch,2025-12-01,1806,34,0.019,41.5,38,395
pytorch,pytorch,2026-01-01,1895,31,0.016,15,46,396
pytorch,pytorch,2026-02-01,1683,27,0.016,2,57,398
pytorch,pytorch,2026-03-01,2288,26,0.011,6,63,481
pytorch,pytorch,2026-04-01,2346,64,0.027,26,49,469
pytorch,pytorch,2026-05-01,3003,10,0.003,26.5,71,493
pytorch,pytorch,2026-06-01,2319,42,0.018,1,67,442
pytorch,pytorch,2026-07-01,2559,4,0.002,266,53,514
pytorch,pytorch.github.io,2023-08-01,22,21,0.955,0,5,8
pytorch,pytorch.github.io,2023-09-01,17,16,0.941,0,32,4
pytorch,pytorch.github.io,2023-10-01,34,31,0.912,1,5,13
pytorch,pytorch.github.io,2023-11-01,16,14,0.875,10,45,7
pytorch,pytorch.github.io,2023-12-01,21,20,0.952,1,66,6
pytorch,pytorch.github.io,2024-01-01,25,21,0.840,5,14,7
pytorch,pytorch.github.io,2024-02-01,10,10,1.000,53,16,5
pytorch,pytorch.github.io,2024-03-01,11,5,0.455,2,8,9
pytorch,pytorch.github.io,2024-04-01,18,16,0.889,0.5,49,7
pytorch,pytorch.github.io,2024-05-01,21,16,0.762,0,18,8
pytorch,pytorch.github.io,2024-06-01,21,21,1.000,0,43,5
pytorch,pytorch.github.io,2024-07-01,34,31,0.912,0,9,8
pytorch,pytorch.github.io,2024-08-01,18,16,0.889,11,28.5,5
pytorch,pytorch.github.io,2024-09-01,35,27,0.771,0,10,6
pytorch,pytorch.github.io,2024-10-01,54,38,0.704,0,75,10
pytorch,pytorch.github.io,2024-11-01,15,13,0.867,2,59,6
pytorch,pytorch.github.io,2024-12-01,29,27,0.931,2,13,8
pytorch,pytorch.github.io,2025-01-01,32,27,0.844,1,54,7
pytorch,pytorch.github.io,2025-02-01,17,15,0.882,0,70,3
pytorch,pytorch.github.io,2025-03-01,23,23,1.000,1,30,2
pytorch,pytorch.github.io,2025-04-01,37,34,0.919,0.5,23,7
pytorch,pytorch.github.io,2025-05-01,13,10,0.769,0,21,5
pytorch,pytorch.github.io,2025-06-01,5,2,0.400,350,33,4
pytorch,pytorch.github.io,2025-07-01,1,1,1.000,312,24,1
pytorch,pytorch.github.io,2025-08-01,11,7,0.636,1,205,8
pytorch,pytorch.github.io,2025-09-01,4,3,0.750,17,301.5,4
pytorch,pytorch.github.io,2025-10-01,2,2,1.000,333.5,754,1
pytorch,pytorch.github.io,2025-11-01,2,2,1.000,757,180,1
pytorch,pytorch.github.io,2026-01-01,2,2,1.000,0,380,1
pytorch,pytorch.github.io,2026-02-01,2,1,0.500,70,175,2
pytorch,pytorch.github.io,2026-03-01,1,1,1.000,96,786,1
pytorch,pytorch.github.io,2026-04-01,2,2,1.000,146.5,196.5,2
pytorch,pytorch.github.io,2026-05-01,7,5,0.714,1,22,7
pytorch,pytorch.github.io,2026-06-01,20,6,0.300,129,0,6
pytorch,pytorch.github.io,2026-07-01,33,5,0.152,1,0,2
pytorch,pytorch-integration-testing,2024-07-01,1,0,0.000,,3785,1
pytorch,pytorch-integration-testing,2024-08-01,1,1,1.000,499,68,1
pytorch,pytorch-integration-testing,2024-09-01,2,2,1.000,1.5,38,2
pytorch,pytorch-integration-testing,2025-02-01,3,3,1.000,44,345,1
pytorch,pytorch-integration-testing,2025-03-01,2,2,1.000,119.5,46,1
pytorch,pytorch-integration-testing,2025-04-01,1,1,1.000,96,620,1
pytorch,pytorch-integration-testing,2025-05-01,1,1,1.000,113,201,1
pytorch,pytorch-integration-testing,2025-06-01,11,9,0.818,61,136,3
pytorch,pytorch-integration-testing,2025-07-01,14,12,0.857,17,17.5,3
pytorch,pytorch-integration-testing,2025-08-01,13,8,0.615,11.5,81,5
pytorch,pytorch-integration-testing,2025-09-01,12,10,0.833,32.5,126.5,2
pytorch,pytorch-integration-testing,2025-10-01,15,10,0.667,7.5,50,6
pytorch,pytorch-integration-testing,2025-11-01,11,11,1.000,20,6,5
pytorch,pytorch-integration-testing,2025-12-01,12,8,0.667,77,42.5,6
pytorch,pytorch-integration-testing,2026-01-01,23,20,0.870,18.5,14,4
pytorch,pytorch-integration-testing,2026-02-01,8,8,1.000,13.5,7.5,3
pytorch,pytorch-integration-testing,2026-03-01,15,14,0.933,14.5,9,7
pytorch,pytorch-integration-testing,2026-04-01,4,3,0.750,74,14,2
pytorch,pytorch-integration-testing,2026-05-01,6,5,0.833,28,6.5,4
pytorch,pytorch-integration-testing,2026-07-01,3,0,0.000,,2,1
pytorch,pytorch_sphinx_theme,2023-08-01,1,1,1.000,0,6,1
pytorch,pytorch_sphinx_theme,2023-10-01,2,2,1.000,0,10.5,1
pytorch,pytorch_sphinx_theme,2023-12-01,1,0,0.000,,4,1
pytorch,pytorch_sphinx_theme,2024-02-01,2,1,0.500,0,23.5,2
pytorch,pytorch_sphinx_theme,2024-03-01,1,0,0.000,,4,1
pytorch,pytorch_sphinx_theme,2024-04-01,1,1,1.000,497,545,1
pytorch,pytorch_sphinx_theme,2024-05-01,3,2,0.667,0.5,2,1
pytorch,pytorch_sphinx_theme,2024-11-01,2,1,0.500,0,1429.5,1
pytorch,pytorch_sphinx_theme,2025-01-01,2,2,1.000,24,8,2
pytorch,pytorch_sphinx_theme,2025-03-01,1,0,0.000,,940,1
pytorch,pytorch_sphinx_theme,2025-05-01,2,1,0.500,95,1033,2
pytorch,pytorch_sphinx_theme,2025-07-01,1,1,1.000,6,35,1
pytorch,pytorch_sphinx_theme,2025-08-01,1,1,1.000,0,6,1
pytorch,pytorch_sphinx_theme,2025-09-01,1,1,1.000,1,10,1
pytorch,pytorch_sphinx_theme,2025-10-01,3,3,1.000,23,4,3
pytorch,pytorch_sphinx_theme,2025-12-01,3,3,1.000,0,104,1
pytorch,pytorch_sphinx_theme,2026-01-01,10,7,0.700,59,138.5,4
pytorch,pytorch_sphinx_theme,2026-02-01,6,5,0.833,2,112.5,3
pytorch,pytorch_sphinx_theme,2026-03-01,11,9,0.818,3,130,3
pytorch,pytorch_sphinx_theme,2026-04-01,7,4,0.571,35.5,58,1
pytorch,pytorch_sphinx_theme,2026-05-01,3,3,1.000,4,53,1
pytorch,rfcs,2023-08-01,1,1,1.000,179,79,1
pytorch,rfcs,2023-09-01,1,0,0.000,,191,1
pytorch,rfcs,2023-10-01,3,0,0.000,,36,3
pytorch,rfcs,2023-12-01,1,0,0.000,,170,1
pytorch,rfcs,2024-03-01,2,0,0.000,,190,2
pytorch,rfcs,2024-04-01,1,0,0.000,,91,1
pytorch,rfcs,2024-07-01,1,1,1.000,219,108,1
pytorch,rfcs,2024-08-01,2,1,0.500,0,39,2
pytorch,rfcs,2024-09-01,2,0,0.000,,87,2
pytorch,rfcs,2024-10-01,1,0,0.000,,91,1
pytorch,rfcs,2024-11-01,1,0,0.000,,71,1
pytorch,rfcs,2025-04-01,1,0,0.000,,266,1
pytorch,rfcs,2025-05-01,2,0,0.000,,157.5,2
pytorch,rfcs,2025-06-01,2,0,0.000,,2670.5,2
pytorch,rfcs,2025-07-01,3,0,0.000,,59,3
pytorch,rfcs,2025-08-01,1,0,0.000,,138,1
pytorch,rfcs,2025-09-01,2,0,0.000,,320,2
pytorch,rfcs,2025-10-01,3,0,0.000,,105,3
pytorch,rfcs,2026-02-01,1,0,0.000,,81,1
pytorch,rfcs,2026-03-01,3,1,0.333,416,201,2
pytorch,rfcs,2026-04-01,5,1,0.200,1466,293,5
pytorch,rfcs,2026-06-01,1,0,0.000,,517,1
pytorch,rfcs,2026-07-01,5,2,0.400,413,308,5
pytorch,rl,2023-08-01,28,21,0.750,123,216,8
pytorch,rl,2023-09-01,86,74,0.860,5,53.5,11
pytorch,rl,2023-10-01,56,45,0.804,4,50.5,11
pytorch,rl,2023-11-01,42,36,0.857,2,27,7
pytorch,rl,2023-12-01,31,30,0.968,18.5,55,6
pytorch,rl,2024-01-01,70,63,0.900,4,35,9
pytorch,rl,2024-02-01,83,70,0.843,4,66,11
pytorch,rl,2024-03-01,53,47,0.887,11,108,9
pytorch,rl,2024-04-01,66,58,0.879,1.5,33,9
pytorch,rl,2024-05-01,32,28,0.875,2,42,10
pytorch,rl,2024-06-01,44,41,0.932,2,45.5,7
pytorch,rl,2024-07-01,60,54,0.900,3.5,59,10
pytorch,rl,2024-08-01,43,32,0.744,14.5,146,7
pytorch,rl,2024-09-01,38,32,0.842,2.5,27,8
pytorch,rl,2024-10-01,47,44,0.936,7.5,39,7
pytorch,rl,2024-11-01,68,65,0.956,2,63.5,9
pytorch,rl,2024-12-01,49,43,0.878,8,54,6
pytorch,rl,2025-01-01,48,43,0.896,54,70,5
pytorch,rl,2025-02-01,76,67,0.882,15,109.5,7
pytorch,rl,2025-03-01,52,41,0.788,23,93,10
pytorch,rl,2025-04-01,48,43,0.896,18,92,5
pytorch,rl,2025-05-01,42,38,0.905,4,37.5,6
pytorch,rl,2025-06-01,35,30,0.857,4.5,106,8
pytorch,rl,2025-07-01,56,53,0.946,4,86.5,12
pytorch,rl,2025-08-01,17,16,0.941,23,111,4
pytorch,rl,2025-09-01,26,26,1.000,0,67.5,4
pytorch,rl,2025-10-01,43,38,0.884,64,153,4
pytorch,rl,2025-11-01,10,10,1.000,380.5,353.5,5
pytorch,rl,2025-12-01,37,36,0.973,3,52,4
pytorch,rl,2026-01-01,136,123,0.904,2,74,7
pytorch,rl,2026-02-01,94,75,0.798,4,129,8
pytorch,rl,2026-03-01,46,17,0.370,15,154,5
pytorch,rl,2026-04-01,101,66,0.653,16,300,10
pytorch,rl,2026-05-01,96,82,0.854,40,258.5,11
pytorch,rl,2026-06-01,108,94,0.870,20,274.5,11
pytorch,rl,2026-07-01,118,100,0.847,19,231,7
pytorch,serve,2023-08-01,32,23,0.719,50,38.5,12
pytorch,serve,2023-09-01,42,31,0.738,25,50,12
pytorch,serve,2023-10-01,75,52,0.693,7.5,6,12
pytorch,serve,2023-11-01,37,31,0.838,17,6,13
pytorch,serve,2023-12-01,40,28,0.700,28.5,5.5,9
pytorch,serve,2024-01-01,25,23,0.920,124,49,5
pytorch,serve,2024-02-01,47,37,0.787,16,27,11
pytorch,serve,2024-03-01,45,36,0.800,6,9,12
pytorch,serve,2024-04-01,43,29,0.674,20,11,13
pytorch,serve,2024-05-01,33,26,0.788,72,37,11
pytorch,serve,2024-06-01,29,27,0.931,15,6,10
pytorch,serve,2024-07-01,46,28,0.609,7.5,23.5,15
pytorch,serve,2024-08-01,21,14,0.667,6,10,10
pytorch,serve,2024-09-01,24,21,0.875,44,13,11
pytorch,serve,2024-10-01,12,2,0.167,25.5,9,8
pytorch,serve,2024-11-01,6,2,0.333,233.5,20.5,4
pytorch,serve,2024-12-01,5,3,0.600,9,52,3
pytorch,serve,2025-01-01,4,0,0.000,,10.5,3
pytorch,serve,2025-02-01,6,2,0.333,0.5,2,3
pytorch,serve,2025-03-01,8,3,0.375,0,10.5,6
pytorch,serve,2025-04-01,7,0,0.000,,2,1
pytorch,serve,2025-05-01,5,0,0.000,,2,2
pytorch,serve,2025-06-01,4,0,0.000,,2,1
pytorch,serve,2025-07-01,3,0,0.000,,2,2
pytorch,serve,2025-08-01,3,0,0.000,,2,1
pytorch,tensordict,2023-08-01,9,8,0.889,23,53,3
pytorch,tensordict,2023-09-01,13,12,0.923,3,64,1
pytorch,tensordict,2023-10-01,14,11,0.786,4,35.5,1
pytorch,tensordict,2023-11-01,36,33,0.917,0,68,2
pytorch,tensordict,2023-12-01,16,14,0.875,2,100.5,1
pytorch,tensordict,2024-01-01,40,37,0.925,1,52.5,3
pytorch,tensordict,2024-02-01,39,36,0.923,1.5,45,4
pytorch,tensordict,2024-03-01,25,25,1.000,1,40,2
pytorch,tensordict,2024-04-01,42,41,0.976,0,41,4
pytorch,tensordict,2024-05-01,29,26,0.897,1,86,2
pytorch,tensordict,2024-06-01,35,33,0.943,0,40,5
pytorch,tensordict,2024-07-01,85,74,0.871,1,91,3
pytorch,tensordict,2024-08-01,30,22,0.733,1,55.5,2
pytorch,tensordict,2024-09-01,38,36,0.947,1.5,47,2
pytorch,tensordict,2024-10-01,46,40,0.870,3,49.5,7
pytorch,tensordict,2024-11-01,46,44,0.957,2,37,5
pytorch,tensordict,2024-12-01,31,29,0.935,2,26,2
pytorch,tensordict,2025-01-01,35,33,0.943,2,46,2
pytorch,tensordict,2025-02-01,38,35,0.921,1,29,4
pytorch,tensordict,2025-03-01,33,30,0.909,2,31,5
pytorch,tensordict,2025-04-01,22,21,0.955,1,41,1
pytorch,tensordict,2025-05-01,24,23,0.958,0,27,2
pytorch,tensordict,2025-06-01,17,14,0.824,0.5,57,2
pytorch,tensordict,2025-07-01,36,34,0.944,1,44.5,7
pytorch,tensordict,2025-08-01,11,10,0.909,16.5,38,4
pytorch,tensordict,2025-09-01,18,16,0.889,4,94,3
pytorch,tensordict,2025-10-01,20,20,1.000,1.5,32.5,6
pytorch,tensordict,2025-11-01,5,3,0.600,457,19,5
pytorch,tensordict,2025-12-01,12,11,0.917,0,30,3
pytorch,tensordict,2026-01-01,44,40,0.909,0,66.5,1
pytorch,tensordict,2026-02-01,80,72,0.900,5.5,131.5,1
pytorch,tensordict,2026-03-01,39,24,0.615,0.5,148,1
pytorch,tensordict,2026-04-01,15,15,1.000,14,378,3
pytorch,tensordict,2026-05-01,24,21,0.875,11,143,4
pytorch,tensordict,2026-06-01,12,11,0.917,5,283.5,1
pytorch,tensordict,2026-07-01,20,20,1.000,4,106.5,3
pytorch,tensorpipe,2025-08-01,2,1,0.500,300,5,2
pytorch,tensorpipe,2025-09-01,1,0,0.000,,20,1
pytorch,tensorpipe,2025-11-01,1,0,0.000,,1834,1
pytorch,tensorpipe,2025-12-01,2,1,0.500,0,5,2
pytorch,TensorRT,2023-08-01,46,43,0.935,209,119.5,7
pytorch,TensorRT,2023-09-01,35,30,0.857,163.5,55,8
pytorch,TensorRT,2023-10-01,35,29,0.829,140,130,7
pytorch,TensorRT,2023-11-01,42,38,0.905,51,95.5,8
pytorch,TensorRT,2023-12-01,30,28,0.933,273.5,93.5,8
pytorch,TensorRT,2024-01-01,30,26,0.867,204,88.5,7
pytorch,TensorRT,2024-02-01,14,10,0.714,10,13.5,4
pytorch,TensorRT,2024-03-01,29,22,0.759,617,112,12
pytorch,TensorRT,2024-04-01,46,39,0.848,117,99,10
pytorch,TensorRT,2024-05-01,50,42,0.840,167,83,14
pytorch,TensorRT,2024-06-01,66,51,0.773,67,82,9
pytorch,TensorRT,2024-07-01,57,45,0.789,182,205,10
pytorch,TensorRT,2024-08-01,51,39,0.765,128,36,11
pytorch,TensorRT,2024-09-01,32,25,0.781,121,74,11
pytorch,TensorRT,2024-10-01,36,34,0.944,82,53,11
pytorch,TensorRT,2024-11-01,23,19,0.826,218,92,10
pytorch,TensorRT,2024-12-01,22,21,0.955,111,57.5,8
pytorch,TensorRT,2025-01-01,24,20,0.833,100,87,8
pytorch,TensorRT,2025-02-01,29,24,0.828,159,75,11
pytorch,TensorRT,2025-03-01,17,15,0.882,69,65,6
pytorch,TensorRT,2025-04-01,32,25,0.781,167,75,10
pytorch,TensorRT,2025-05-01,36,27,0.750,27,51,10
pytorch,TensorRT,2025-06-01,58,46,0.793,24.5,40,10
pytorch,TensorRT,2025-07-01,59,46,0.780,56.5,46,10
pytorch,TensorRT,2025-08-01,45,28,0.622,56,104,11
pytorch,TensorRT,2025-09-01,34,29,0.853,24,63,6
pytorch,TensorRT,2025-10-01,22,17,0.773,49,147.5,6
pytorch,TensorRT,2025-11-01,28,20,0.714,49,53,9
pytorch,TensorRT,2025-12-01,14,12,0.857,143.5,148.5,7
pytorch,TensorRT,2026-01-01,59,45,0.763,23,80,10
pytorch,TensorRT,2026-02-01,28,23,0.821,70,51,6
pytorch,TensorRT,2026-03-01,34,26,0.765,24,328,12
pytorch,TensorRT,2026-04-01,61,43,0.705,73,151,12
pytorch,TensorRT,2026-05-01,74,54,0.730,48,165.5,17
pytorch,TensorRT,2026-06-01,54,41,0.759,117,134.5,14
pytorch,TensorRT,2026-07-01,72,59,0.819,95,112.5,17
pytorch,test-infra,2023-08-01,81,68,0.840,4,12,13
pytorch,test-infra,2023-09-01,45,33,0.733,2,8,13
pytorch,test-infra,2023-10-01,72,63,0.875,11,49.5,16
pytorch,test-infra,2023-11-01,75,65,0.867,1,12,11
pytorch,test-infra,2023-12-01,63,48,0.762,3.5,27,12
pytorch,test-infra,2024-01-01,57,48,0.842,2.5,20,12
pytorch,test-infra,2024-02-01,47,38,0.809,1,20,12
pytorch,test-infra,2024-03-01,57,47,0.825,5,18,10
pytorch,test-infra,2024-04-01,91,79,0.868,3,19,16
pytorch,test-infra,2024-05-01,101,87,0.861,2,14,20
pytorch,test-infra,2024-06-01,84,77,0.917,5,14.5,13
pytorch,test-infra,2024-07-01,92,75,0.815,12,14,18
pytorch,test-infra,2024-08-01,74,61,0.824,7,26,17
pytorch,test-infra,2024-09-01,108,87,0.806,18,36.5,13
pytorch,test-infra,2024-10-01,101,90,0.891,7.5,68,16
pytorch,test-infra,2024-11-01,136,106,0.779,3,20,16
pytorch,test-infra,2024-12-01,109,96,0.881,17.5,37,16
pytorch,test-infra,2025-01-01,108,74,0.685,3,52.5,18
pytorch,test-infra,2025-02-01,102,82,0.804,10.5,33,18
pytorch,test-infra,2025-03-01,122,93,0.762,5,32.5,17
pytorch,test-infra,2025-04-01,94,82,0.872,4.5,41.5,21
pytorch,test-infra,2025-05-01,83,71,0.855,11,36,19
pytorch,test-infra,2025-06-01,163,120,0.736,12,64,19
pytorch,test-infra,2025-07-01,84,61,0.726,20,31.5,17
pytorch,test-infra,2025-08-01,100,82,0.820,15,25.5,18
pytorch,test-infra,2025-09-01,174,149,0.856,15,61,24
pytorch,test-infra,2025-10-01,159,134,0.843,9.5,23,25
pytorch,test-infra,2025-11-01,88,77,0.875,15,48,17
pytorch,test-infra,2025-12-01,89,76,0.854,1,20,18
pytorch,test-infra,2026-01-01,79,61,0.772,1,12,14
pytorch,test-infra,2026-02-01,87,64,0.736,1,15,21
pytorch,test-infra,2026-03-01,103,76,0.738,2,17,23
pytorch,test-infra,2026-04-01,111,70,0.631,2,18,25
pytorch,test-infra,2026-05-01,101,73,0.723,3,40,25
pytorch,test-infra,2026-06-01,103,91,0.883,4,20,21
pytorch,test-infra,2026-07-01,113,85,0.752,16,38,19
pytorch,text,2023-08-01,3,1,0.333,2,4,2
pytorch,text,2023-09-01,1,1,1.000,2,56,1
pytorch,text,2023-10-01,4,4,1.000,0,5.5,4
pytorch,text,2023-11-01,1,0,0.000,,2,1
pytorch,text,2023-12-01,3,3,1.000,72,34,2
pytorch,text,2024-01-01,2,2,1.000,62,42361,2
pytorch,text,2024-02-01,4,4,1.000,6,3.5,3
pytorch,text,2024-03-01,12,8,0.667,3.5,50,5
pytorch,text,2024-04-01,9,8,0.889,0,8,4
pytorch,text,2024-05-01,1,0,0.000,,3,1
pytorch,text,2024-07-01,2,0,0.000,,127872,1
pytorch,text,2024-09-01,1,0,0.000,,2,1
pytorch,text,2025-01-01,1,0,0.000,,4,1
